Station_ID,Date_Time,pressure_set_1,air_temp_set_1,air_temp_set_2,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_fifteen_minute_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temp_set_1d
LBNL1,2025-09-12T01:00:00Z,98291.0,17.29,15.98,79.01,2.43,79.08,6.28,236.3,0.0,13.65,,E,,13.59,101508.13,101460.54,15.03
LBNL1,2025-09-12T01:15:00Z,98292.0,17.26,16.07,79.26,2.19,78.44,5.02,202.6,0.0,13.65,,ENE,,13.61,101509.16,101462.0,15.02
LBNL1,2025-09-12T01:30:00Z,98299.0,16.7,15.58,81.36,2.19,59.34,4.26,136.7,0.0,13.66,,ENE,,13.47,101516.39,101475.38,14.74
LBNL1,2025-09-12T01:45:00Z,98278.0,16.67,15.61,82.04,2.25,57.96,4.64,109.2,0.0,13.68,,ENE,,13.57,101494.7,101454.07,14.78
LBNL1,2025-09-12T02:00:00Z,98267.0,16.79,15.67,81.43,0.84,94.3,3.38,51.44,0.0,13.68,,E,,13.57,101483.34,101441.36,14.83
LBNL1,2025-09-12T02:15:00Z,98271.0,16.77,15.72,81.4,0.46,123.5,1.71,19.43,0.0,13.7,,ESE,,13.54,101487.47,101445.68,14.81
LBNL1,2025-09-12T02:30:00Z,98260.0,16.41,15.42,82.57,0.08,100.2,1.47,5.05,0.0,13.71,,E,,13.41,101476.11,101438.33,14.6
LBNL1,2025-09-12T02:45:00Z,98259.0,16.56,15.57,82.02,0.66,306.0,1.81,0.79,0.0,13.71,,NW,,13.45,101475.08,101435.69,14.67
LBNL1,2025-09-12T03:00:00Z,98253.0,16.51,15.48,81.72,1.55,281.3,3.0,0.04,0.0,13.72,,WNW,,13.35,101468.88,101430.05,14.59
LBNL1,2025-09-12T03:15:00Z,98257.0,16.7,15.67,80.95,1.93,285.9,3.82,0.01,0.0,13.72,,WNW,,13.39,101473.02,101432.03,14.69
LBNL1,2025-09-12T03:30:00Z,98276.0,16.41,15.42,82.33,1.47,329.5,2.36,0.0,0.0,13.72,,NNW,,13.37,101492.64,101454.91,14.57
LBNL1,2025-09-12T03:45:00Z,98274.0,16.12,15.09,84.01,1.94,305.5,3.0,0.0,0.0,13.74,,NW,,13.39,101490.57,101456.01,14.48
LBNL1,2025-09-12T04:00:00Z,98285.0,16.06,14.98,84.58,2.26,305.5,3.65,0.0,0.0,13.75,,NW,,13.44,101501.93,101468.1,14.48
LBNL1,2025-09-12T04:15:00Z,98287.0,15.82,14.77,85.91,2.21,309.6,3.89,0.0,0.0,13.75,,NW,,13.45,101504.0,101472.83,14.39
LBNL1,2025-09-12T04:30:00Z,98284.0,15.72,14.63,86.87,2.76,301.0,3.86,0.01,0.0,13.75,,WNW,,13.52,101500.9,101470.85,14.4
LBNL1,2025-09-12T04:45:00Z,98274.0,15.61,14.54,87.43,2.91,289.0,4.37,0.01,0.0,13.75,,WNW,,13.51,101490.57,101461.76,14.35
LBNL1,2025-09-12T05:00:00Z,98271.0,15.62,14.58,87.08,2.58,290.6,3.79,0.0,0.0,13.75,,WNW,,13.46,101487.47,101458.54,14.33
LBNL1,2025-09-12T05:15:00Z,98291.0,15.56,14.56,87.04,2.47,307.6,4.3,0.0,0.0,13.77,,NW,,13.39,101508.13,101479.88,14.26
LBNL1,2025-09-12T05:30:00Z,98285.0,15.36,14.31,88.0,2.9,294.5,4.74,0.01,0.0,13.78,,WNW,,13.37,101501.93,101475.92,14.17
LBNL1,2025-09-12T05:45:00Z,98274.0,15.26,14.21,88.47,2.99,290.1,4.85,0.01,0.0,13.78,,WNW,,13.35,101490.57,101465.68,14.12
LBNL1,2025-09-12T06:00:00Z,98276.0,15.11,14.06,89.43,2.57,300.7,4.37,0.01,0.0,13.78,,WNW,,13.37,101492.64,101469.43,14.08
LBNL1,2025-09-12T06:15:00Z,98269.0,15.01,13.92,90.1,2.85,299.2,5.12,0.01,0.0,13.78,,WNW,,13.39,101485.41,101463.33,14.05
LBNL1,2025-09-12T06:30:00Z,98276.0,14.97,13.86,90.66,3.11,294.9,4.64,0.01,0.0,13.78,,WNW,,13.44,101492.64,101470.93,14.07
LBNL1,2025-09-12T06:45:00Z,98273.0,15.03,13.91,90.69,2.48,304.8,4.1,0.01,0.0,13.78,,NW,,13.51,101489.54,101467.15,14.14
LBNL1,2025-09-12T07:00:00Z,98261.0,15.04,13.89,90.92,3.2,301.7,4.98,0.01,0.0,13.78,,WNW,,13.56,101477.15,101454.69,14.17
LBNL1,2025-09-12T07:15:00Z,98268.0,15.09,13.95,90.83,2.55,308.3,4.26,0.01,0.0,13.78,,NW,,13.59,101484.38,101461.36,14.21
LBNL1,2025-09-12T07:30:00Z,98252.0,15.05,13.9,91.02,2.78,323.0,4.1,0.01,0.0,13.78,,NW,,13.58,101467.85,101445.28,14.19
LBNL1,2025-09-12T07:45:00Z,98252.0,14.98,13.85,91.35,2.42,330.8,3.79,0.01,0.0,13.78,,NNW,,13.57,101467.85,101446.09,14.15
LBNL1,2025-09-12T08:00:00Z,98247.0,14.87,13.73,91.6,2.32,326.4,3.99,0.01,0.0,13.78,,NNW,,13.5,101462.69,101442.17,14.07
LBNL1,2025-09-12T08:15:00Z,98254.0,14.62,13.48,92.39,2.22,326.1,3.82,0.02,0.0,13.79,,NW,,13.39,101469.92,101452.21,13.9
LBNL1,2025-09-12T08:30:00Z,98239.0,14.51,13.37,92.88,2.5,325.5,5.26,0.03,0.0,13.82,,NW,,13.36,101454.43,101437.92,13.85
LBNL1,2025-09-12T08:45:00Z,98243.0,14.36,13.21,93.48,3.38,324.3,4.81,0.04,0.0,13.82,,NW,,13.31,101458.56,101443.74,13.76
LBNL1,2025-09-12T09:00:00Z,98242.0,14.24,13.09,94.09,2.66,317.9,4.37,0.03,0.0,13.82,,NW,,13.29,101457.52,101444.03,13.71
LBNL1,2025-09-12T09:15:00Z,98234.0,14.21,13.06,94.56,2.94,312.9,4.4,0.02,0.0,13.82,,NW,,13.34,101449.26,101436.2,13.72
LBNL1,2025-09-12T09:30:00Z,98226.0,14.19,13.08,95.32,2.6,316.8,4.1,0.02,0.0,13.82,,NW,,13.44,101441.0,101428.12,13.77
LBNL1,2025-09-12T09:45:00Z,98242.0,14.16,13.06,95.73,2.73,328.3,4.26,0.02,0.0,13.82,,NNW,,13.48,101457.52,101445.02,13.78
LBNL1,2025-09-12T10:00:00Z,98233.0,14.16,13.07,95.94,2.06,321.7,3.41,0.02,0.0,13.82,,NW,,13.52,101448.23,101435.67,13.81
LBNL1,2025-09-12T10:15:00Z,98226.0,14.15,13.06,96.04,2.93,318.0,4.64,0.03,0.0,13.82,,NW,,13.52,101441.0,101428.56,13.81
LBNL1,2025-09-12T10:30:00Z,98208.0,14.11,13.04,96.15,2.89,298.7,4.4,0.03,0.0,13.82,,WNW,,13.5,101422.41,101410.47,13.77
LBNL1,2025-09-12T10:45:00Z,98211.0,13.99,12.93,96.18,3.07,310.9,4.64,0.03,0.0,13.82,,NW,,13.38,101425.51,101414.84,13.66
LBNL1,2025-09-12T11:00:00Z,98198.0,13.97,12.89,96.28,2.94,309.1,4.3,0.03,0.0,13.82,,NW,,13.38,101412.08,101401.72,13.65
LBNL1,2025-09-12T11:15:00Z,98205.0,13.98,12.91,96.32,2.82,314.8,4.13,0.03,0.0,13.82,,NW,,13.4,101419.31,101408.77,13.67
LBNL1,2025-09-12T11:30:00Z,98200.0,13.98,12.9,96.35,3.11,303.0,4.43,0.03,0.0,13.82,,WNW,,13.4,101414.15,101403.6,13.67
LBNL1,2025-09-12T11:45:00Z,98191.0,13.95,12.87,96.35,2.89,312.2,4.16,0.03,0.0,13.82,,NW,,13.37,101404.85,101394.68,13.64
LBNL1,2025-09-12T12:00:00Z,98176.0,13.97,12.91,96.39,2.72,311.8,4.2,0.03,0.0,13.82,,NW,,13.4,101389.36,101379.0,13.66
LBNL1,2025-09-12T12:15:00Z,98184.0,13.95,12.89,96.39,2.58,317.0,3.99,0.03,0.0,13.82,,NW,,13.38,101397.63,101387.46,13.64
LBNL1,2025-09-12T12:30:00Z,98206.0,13.84,12.78,96.38,2.33,326.1,3.92,0.04,0.0,13.82,,NW,,13.27,101420.35,101411.37,13.54
LBNL1,2025-09-12T12:45:00Z,98201.0,13.87,12.76,96.42,2.91,316.8,4.4,0.04,0.0,13.82,,NW,,13.3,101415.18,101405.95,13.56
LBNL1,2025-09-12T13:00:00Z,98198.0,13.95,12.86,96.32,2.81,307.5,4.61,0.03,0.0,13.82,,NW,,13.37,101412.08,101401.91,13.63
LBNL1,2025-09-12T13:15:00Z,98220.0,14.18,13.04,96.04,2.53,300.0,4.23,0.04,0.0,13.82,,WNW,,13.55,101434.8,101422.05,13.83
LBNL1,2025-09-12T13:30:00Z,98236.0,14.28,13.1,95.7,2.74,317.5,4.54,0.05,0.0,13.82,,NW,,13.6,101451.33,101437.44,13.9
LBNL1,2025-09-12T13:45:00Z,98241.0,14.39,13.18,95.33,2.58,313.0,4.33,0.29,0.0,13.82,,NW,,13.65,101456.49,101441.35,13.97
LBNL1,2025-09-12T14:00:00Z,98255.0,14.44,13.23,94.64,2.78,318.6,4.43,1.68,0.0,13.82,,NW,,13.58,101470.95,101455.25,13.95
LBNL1,2025-09-12T14:15:00Z,98260.0,14.47,13.25,94.17,2.86,317.8,4.98,5.31,0.0,13.82,,NW,,13.53,101476.11,101460.1,13.93
LBNL1,2025-09-12T14:30:00Z,98268.0,14.54,13.33,94.1,2.91,317.8,4.68,12.16,0.0,13.82,,NW,,13.59,101484.38,101467.54,14.0
LBNL1,2025-09-12T14:45:00Z,98276.0,14.66,13.38,93.19,2.29,320.1,3.79,23.74,0.0,13.82,,NW,,13.56,101492.64,101474.49,14.02
LBNL1,2025-09-12T15:00:00Z,98277.0,14.74,13.44,92.86,2.64,319.4,4.61,31.39,0.0,13.82,,NW,,13.59,101493.67,101474.53,14.07
LBNL1,2025-09-12T15:15:00Z,98302.0,14.86,13.52,92.27,2.03,330.2,3.34,41.51,0.0,13.82,,NNW,,13.61,101519.49,101499.08,14.12
LBNL1,2025-09-12T15:30:00Z,98304.0,14.96,13.59,91.87,2.19,340.6,4.03,51.28,0.0,13.82,,NNW,,13.64,101521.55,101500.02,14.18
LBNL1,2025-09-12T15:45:00Z,98313.0,15.16,13.71,90.57,2.42,328.9,3.99,70.08,0.0,13.79,,NNW,,13.61,101530.85,101507.07,14.24
LBNL1,2025-09-12T16:00:00Z,98322.0,15.32,13.93,90.0,2.01,333.3,3.79,71.41,0.0,13.78,,NNW,,13.67,101540.14,101514.5,14.35
LBNL1,2025-09-12T16:15:00Z,98343.0,15.55,14.18,89.04,1.91,333.6,3.34,109.1,0.0,13.78,,NNW,,13.73,101561.83,101533.62,14.47
LBNL1,2025-09-12T16:30:00Z,98338.0,15.68,14.27,87.84,2.17,338.8,3.68,126.1,0.0,13.78,,NNW,,13.65,101556.67,101527.03,14.47
LBNL1,2025-09-12T16:45:00Z,98355.0,15.7,14.33,88.04,2.14,334.3,3.89,131.9,0.0,13.78,,NNW,,13.71,101574.22,101544.34,14.51
LBNL1,2025-09-12T17:00:00Z,98366.0,15.77,14.48,87.85,1.55,342.8,3.17,132.3,0.0,13.76,,NNW,,13.74,101585.58,101554.89,14.56
LBNL1,2025-09-12T17:15:00Z,98369.0,15.66,14.37,88.38,1.96,333.3,3.65,149.0,0.0,13.75,,NNW,,13.73,101588.68,101559.28,14.5
LBNL1,2025-09-12T17:30:00Z,98360.0,15.33,14.09,89.09,1.73,353.9,3.31,150.5,0.0,13.75,,N,,13.53,101579.39,101553.67,14.26
LBNL1,2025-09-12T17:45:00Z,98361.0,15.38,14.07,89.22,1.4,345.9,3.65,162.6,0.0,13.75,,NNW,,13.6,101580.42,101554.14,14.32
LBNL1,2025-09-12T18:00:00Z,98352.0,15.57,14.12,88.09,2.16,342.9,3.45,196.8,0.0,13.75,,NNW,,13.59,101571.12,101542.67,14.39
LBNL1,2025-09-12T18:15:00Z,98353.0,15.88,14.41,87.26,2.27,335.2,3.99,229.9,0.0,13.75,,NNW,,13.75,101572.16,101540.28,14.6
LBNL1,2025-09-12T18:30:00Z,98361.0,16.14,14.67,85.6,2.28,338.3,4.06,241.5,0.0,13.75,,NNW,,13.7,101580.42,101545.57,14.67
LBNL1,2025-09-12T18:45:00Z,98353.0,16.44,15.03,83.9,1.95,348.0,3.79,367.1,0.0,13.72,,NNW,,13.69,101572.16,101533.97,14.78
LBNL1,2025-09-12T19:00:00Z,98338.0,17.6,15.79,79.06,2.18,345.5,3.89,699.3,0.0,13.71,,NNW,,13.9,101556.67,101505.67,15.32
LBNL1,2025-09-12T19:15:00Z,98337.0,17.58,16.2,77.31,1.58,41.82,3.41,559.2,0.0,13.66,,NE,,13.53,101555.63,101504.84,15.1
LBNL1,2025-09-12T19:30:00Z,98325.0,17.55,16.02,77.78,2.31,65.46,4.95,683.6,0.0,13.65,,ENE,,13.6,101543.24,101492.81,15.13
LBNL1,2025-09-12T19:45:00Z,98308.0,17.65,15.85,77.4,1.94,51.81,4.1,655.5,0.0,13.65,,NE,,13.62,101525.68,101474.16,15.18
LBNL1,2025-09-12T20:00:00Z,98304.0,17.96,16.38,75.46,1.81,67.93,4.78,672.7,0.0,13.62,,ENE,,13.53,101521.55,101466.61,15.24
LBNL1,2025-09-12T20:15:00Z,98293.0,18.44,16.69,73.32,1.83,46.33,4.43,731.6,0.0,13.6,,NE,,13.55,101510.19,101450.0,15.42
LBNL1,2025-09-12T20:30:00Z,98287.0,18.51,16.84,72.83,2.23,35.29,4.37,801.0,0.0,13.58,,NE,,13.51,101504.0,101443.02,15.43
LBNL1,2025-09-12T20:45:00Z,98269.0,18.73,16.94,71.82,2.21,60.01,4.95,791.2,0.0,13.55,,ENE,,13.51,101485.41,101422.07,15.5
LBNL1,2025-09-12T21:00:00Z,98259.0,19.26,17.42,70.51,1.81,58.71,4.03,775.8,0.0,13.53,,ENE,,13.73,101475.08,101405.92,15.82
LBNL1,2025-09-12T21:15:00Z,98252.0,19.03,17.17,71.62,1.87,80.0,4.03,767.3,0.0,13.53,,E,,13.75,101467.85,101401.19,15.75
LBNL1,2025-09-12T21:30:00Z,98238.0,18.77,16.76,72.53,2.43,87.3,4.78,731.1,0.0,13.53,,E,,13.7,101453.39,101389.64,15.62
LBNL1,2025-09-12T21:45:00Z,98222.0,18.36,16.44,73.73,2.01,75.48,3.86,730.4,0.0,13.53,,ENE,,13.56,101436.87,101377.63,15.39
LBNL1,2025-09-12T22:00:00Z,98197.0,19.18,17.32,71.01,1.55,34.06,3.17,707.7,0.0,13.53,,NE,,13.77,101411.05,101342.79,15.81
LBNL1,2025-09-12T22:15:00Z,98180.0,19.69,17.83,69.09,1.22,60.52,3.59,682.0,0.0,13.52,,ENE,,13.83,101393.49,101319.74,16.03
LBNL1,2025-09-12T22:30:00Z,98180.0,19.38,17.5,69.57,2.33,78.56,4.88,650.3,0.0,13.5,,ENE,,13.64,101393.49,101323.07,15.81
LBNL1,2025-09-12T22:45:00Z,98184.0,18.87,17.13,71.1,2.23,86.0,4.47,616.7,0.0,13.5,,E,,13.49,101397.63,101332.77,15.54
LBNL1,2025-09-12T23:00:00Z,98176.0,18.58,16.83,71.54,1.96,60.18,3.99,581.3,0.0,13.5,,ENE,,13.3,101389.36,101327.67,15.33
LBNL1,2025-09-12T23:15:00Z,98162.0,18.81,17.0,70.32,1.65,82.1,3.55,543.5,0.0,13.5,,E,,13.26,101374.91,101310.73,15.39
LBNL1,2025-09-12T23:30:00Z,98153.0,18.59,17.04,71.1,2.27,88.5,3.89,504.1,0.0,13.5,,E,,13.22,101365.61,101303.82,15.29
LBNL1,2025-09-12T23:45:00Z,98156.0,17.92,16.28,73.67,2.38,84.6,4.13,459.5,0.0,13.5,,E,,13.12,101368.71,101314.34,14.98
LBNL1,2025-09-13T00:00:00Z,98153.0,17.73,16.05,74.5,2.15,93.5,3.62,411.6,0.0,13.53,,E,,13.11,101365.61,101313.26,14.91
LBNL1,2025-09-13T00:15:00Z,98149.0,17.58,16.06,75.29,1.71,67.49,3.72,374.5,0.0,13.53,,ENE,,13.12,101361.48,101310.84,14.86
LBNL1,2025-09-13T00:30:00Z,98140.0,17.46,16.04,75.73,1.14,65.34,3.2,326.4,0.0,13.55,,ENE,,13.1,101352.19,101302.9,14.8
LBNL1,2025-09-13T00:45:00Z,98143.0,17.12,15.82,76.79,1.68,54.19,3.96,278.6,0.0,13.56,,NE,,12.98,101355.28,101309.68,14.61
LBNL1,2025-09-13T01:00:00Z,98143.0,17.31,16.12,76.48,1.26,41.03,3.99,231.5,0.0,13.56,,NE,,13.1,101355.28,101307.59,14.75
LBNL1,2025-09-13T01:15:00Z,98160.0,17.12,16.08,77.04,1.78,38.32,3.72,184.7,0.0,13.59,,NE,,13.03,101372.84,101327.28,14.64
LBNL1,2025-09-13T01:30:00Z,98160.0,16.59,15.53,78.19,2.63,51.18,4.51,139.6,0.0,13.62,,NE,,12.75,101372.84,101333.14,14.28
LBNL1,2025-09-13T01:45:00Z,98165.0,16.23,15.18,80.62,1.56,46.45,3.28,94.6,0.0,13.65,,NE,,12.87,101378.0,101342.31,14.21
LBNL1,2025-09-13T02:00:00Z,98155.0,16.13,15.08,81.82,1.14,48.45,3.28,47.93,0.0,13.67,,NE,,13.0,101367.68,101333.09,14.25
LBNL1,2025-09-13T02:15:00Z,98141.0,16.16,15.01,81.08,1.21,344.7,2.9,16.5,0.0,13.69,,NNW,,12.89,101353.22,101318.33,14.19
LBNL1,2025-09-13T02:30:00Z,98132.0,15.77,14.56,81.86,1.98,341.4,3.51,4.21,0.0,13.71,,NNW,,12.65,101343.92,101313.37,13.91
LBNL1,2025-09-13T02:45:00Z,98122.0,15.28,14.12,83.51,2.32,336.3,3.89,0.66,0.0,13.72,,NNW,,12.48,101333.6,101308.52,13.62
LBNL1,2025-09-13T03:00:00Z,98132.0,15.07,13.89,84.44,2.48,329.1,3.96,0.03,0.0,13.75,,NNW,,12.44,101343.92,101321.2,13.52
LBNL1,2025-09-13T03:15:00Z,98143.0,14.87,13.67,85.44,3.27,325.2,5.46,0.01,0.0,13.75,,NW,,12.43,101355.28,101334.75,13.44
LBNL1,2025-09-13T03:30:00Z,98159.0,14.72,13.52,86.3,3.01,333.1,4.54,0.0,0.0,13.76,,NNW,,12.43,101371.81,101353.01,13.38
LBNL1,2025-09-13T03:45:00Z,98175.0,14.7,13.5,86.77,2.66,331.9,5.02,0.0,0.0,13.78,,NNW,,12.5,101388.33,101369.72,13.41
LBNL1,2025-09-13T04:00:00Z,98178.0,14.68,13.51,86.86,2.48,334.8,4.88,0.0,0.0,13.78,,NNW,,12.49,101391.43,101373.01,13.4
LBNL1,2025-09-13T04:15:00Z,98191.0,14.76,13.57,86.55,2.85,326.9,5.12,0.0,0.0,13.78,,NNW,,12.52,101404.85,101385.56,13.45
LBNL1,2025-09-13T04:30:00Z,98193.0,14.65,13.48,86.73,2.46,331.8,4.57,0.0,0.0,13.78,,NNW,,12.44,101406.92,101388.87,13.36
LBNL1,2025-09-13T04:45:00Z,98185.0,14.62,13.42,87.05,2.89,330.2,4.91,0.0,0.0,13.78,,NNW,,12.47,101398.66,101380.98,13.36
LBNL1,2025-09-13T05:00:00Z,98195.0,14.65,13.49,86.99,2.83,330.0,4.78,0.0,0.0,13.78,,NNW,,12.49,101408.99,101390.94,13.39
LBNL1,2025-09-13T05:15:00Z,98190.0,14.48,13.34,87.35,2.23,332.6,4.2,0.0,0.0,13.78,,NNW,,12.38,101403.82,101387.65,13.26
LBNL1,2025-09-13T05:30:00Z,98192.0,14.53,13.33,87.26,2.9,326.7,5.87,0.0,0.0,13.78,,NNW,,12.42,101405.89,101389.21,13.3
LBNL1,2025-09-13T05:45:00Z,98187.0,14.52,13.29,87.61,4.04,321.9,6.38,0.0,0.0,13.78,,NW,,12.47,101400.72,101384.17,13.32
LBNL1,2025-09-13T06:00:00Z,98198.0,14.47,13.27,87.89,3.96,317.0,6.42,0.0,0.0,13.78,,NW,,12.47,101412.08,101396.04,13.31
LBNL1,2025-09-13T06:15:00Z,98200.0,14.37,13.16,88.62,4.13,314.3,7.23,0.01,0.0,13.8,,NW,,12.5,101414.15,101399.28,13.28
LBNL1,2025-09-13T06:30:00Z,98198.0,14.4,13.21,88.56,3.64,323.2,5.53,0.0,0.0,13.82,,NW,,12.52,101412.08,101396.85,13.3
LBNL1,2025-09-13T06:45:00Z,98193.0,14.39,13.19,88.72,3.49,325.5,6.18,0.0,0.0,13.82,,NW,,12.53,101406.92,101391.81,13.31
LBNL1,2025-09-13T07:00:00Z,98184.0,14.44,13.28,88.53,3.51,315.7,5.83,0.0,0.0,13.82,,NW,,12.55,101397.63,101381.9,13.34
LBNL1,2025-09-13T07:15:00Z,98189.0,14.37,13.2,88.75,3.6,319.6,5.43,0.01,0.0,13.82,,NW,,12.52,101402.79,101387.93,13.29
LBNL1,2025-09-13T07:30:00Z,98182.0,14.31,13.14,89.01,3.95,324.0,6.69,0.0,0.0,13.82,,NW,,12.51,101395.56,101381.39,13.26
LBNL1,2025-09-13T07:45:00Z,98168.0,14.41,13.22,88.66,3.5,318.5,5.39,0.0,0.0,13.82,,NW,,12.54,101381.1,101365.75,13.33
LBNL1,2025-09-13T08:00:00Z,98168.0,14.41,13.27,88.92,3.37,319.3,4.85,0.0,0.0,13.82,,NW,,12.59,101381.1,101365.75,13.35
LBNL1,2025-09-13T08:15:00Z,98165.0,14.44,13.29,88.69,3.31,323.1,5.05,0.0,0.0,13.82,,NW,,12.58,101378.0,101362.33,13.36
LBNL1,2025-09-13T08:30:00Z,98160.0,14.38,13.21,88.95,3.37,324.0,5.87,0.0,0.0,13.82,,NW,,12.56,101372.84,101357.8,13.33
LBNL1,2025-09-13T08:45:00Z,98164.0,14.3,13.16,89.14,2.55,336.6,4.47,0.0,0.0,13.82,,NNW,,12.52,101376.97,101362.87,13.27
LBNL1,2025-09-13T09:00:00Z,98161.0,14.27,13.09,89.07,3.02,331.8,4.64,0.0,0.0,13.82,,NNW,,12.48,101373.87,101360.09,13.23
LBNL1,2025-09-13T09:15:00Z,98158.0,14.18,13.07,89.42,2.27,333.1,4.37,0.0,0.0,13.82,,NNW,,12.45,101370.77,101357.99,13.18
LBNL1,2025-09-13T09:30:00Z,98170.0,14.17,13.05,89.81,2.66,330.8,4.68,0.0,0.0,13.82,,NNW,,12.51,101383.17,101370.56,13.2
LBNL1,2025-09-13T09:45:00Z,98161.0,14.18,13.03,89.62,2.5,333.5,4.95,0.0,0.0,13.82,,NNW,,12.48,101373.87,101361.09,13.2
LBNL1,2025-09-13T10:00:00Z,98159.0,14.03,12.9,89.54,2.37,336.6,4.51,0.0,0.0,13.82,,NNW,,12.32,101371.81,101360.72,13.05
LBNL1,2025-09-13T10:15:00Z,98162.0,13.94,12.81,89.92,2.38,347.0,4.43,0.01,0.0,13.82,,NNW,,12.3,101374.91,101364.82,13.0
LBNL1,2025-09-13T10:30:00Z,98145.0,13.96,12.81,89.7,2.25,332.7,4.1,0.0,0.0,13.82,,NNW,,12.28,101357.35,101347.13,12.99
LBNL1,2025-09-13T10:45:00Z,98147.0,14.04,12.91,89.64,2.23,333.0,4.06,0.0,0.0,13.82,,NNW,,12.35,101359.41,101348.2,13.07
LBNL1,2025-09-13T11:00:00Z,98148.0,14.0,12.92,89.8,1.83,340.7,3.82,0.0,0.0,13.82,,NNW,,12.34,101360.45,101349.73,13.04
LBNL1,2025-09-13T11:15:00Z,98160.0,13.91,12.79,90.22,2.39,339.0,4.57,0.01,0.0,13.82,,NNW,,12.32,101372.84,101363.19,12.99
LBNL1,2025-09-13T11:30:00Z,98159.0,13.91,12.76,90.32,2.87,330.5,5.08,0.01,0.0,13.82,,NNW,,12.34,101371.81,101362.15,13.0
LBNL1,2025-09-13T11:45:00Z,98158.0,13.8,12.64,90.31,3.27,333.1,5.49,0.01,0.0,13.82,,NNW,,12.22,101370.77,101362.32,12.9
LBNL1,2025-09-13T12:00:00Z,98173.0,13.76,12.62,90.73,3.49,327.4,5.87,0.01,0.0,13.83,,NNW,,12.26,101386.27,101378.31,12.9
LBNL1,2025-09-13T12:15:00Z,98182.0,13.74,12.62,90.9,3.09,333.2,5.6,0.01,0.0,13.85,,NNW,,12.27,101395.56,101387.8,12.9
LBNL1,2025-09-13T12:30:00Z,98167.0,13.77,12.66,91.3,3.0,332.1,4.74,0.03,0.0,13.85,,NNW,,12.36,101380.07,101371.93,12.97
LBNL1,2025-09-13T12:45:00Z,98178.0,13.79,12.67,91.43,2.73,327.9,4.81,0.03,0.0,13.85,,NNW,,12.4,101391.43,101383.04,13.0
LBNL1,2025-09-13T13:00:00Z,98186.0,13.71,12.58,91.2,2.97,335.4,4.74,0.03,0.0,13.85,,NNW,,12.29,101399.69,101392.3,12.89
LBNL1,2025-09-13T13:15:00Z,98198.0,13.71,12.62,91.3,2.86,330.1,5.53,0.03,0.0,13.85,,NNW,,12.3,101412.08,101404.69,12.9
LBNL1,2025-09-13T13:30:00Z,98196.0,13.56,12.46,91.69,2.58,333.1,4.85,0.04,0.0,13.85,,NNW,,12.22,101410.02,101404.33,12.8
LBNL1,2025-09-13T13:45:00Z,98205.0,13.58,12.46,91.82,3.07,330.2,5.43,0.34,0.0,13.85,,NNW,,12.26,101419.31,101413.31,12.83
LBNL1,2025-09-13T14:00:00Z,98208.0,13.51,12.42,92.22,2.45,337.6,5.22,1.52,0.0,13.85,,NNW,,12.26,101422.41,101417.23,12.8
LBNL1,2025-09-13T14:15:00Z,98216.0,13.63,12.52,92.16,2.45,327.4,4.51,4.95,0.0,13.85,,NNW,,12.37,101430.67,101424.16,12.91
LBNL1,2025-09-13T14:30:00Z,98217.0,13.68,12.57,91.93,1.6,336.3,3.38,11.26,0.0,13.85,,NNW,,12.38,101431.71,101424.57,12.94
LBNL1,2025-09-13T14:45:00Z,98224.0,13.85,12.73,91.54,2.31,330.2,4.68,19.54,0.0,13.85,,NNW,,12.48,101438.94,101429.91,13.07
LBNL1,2025-09-13T15:00:00Z,98234.0,13.96,12.86,91.38,1.8,338.1,3.86,25.74,0.0,13.85,,NNW,,12.56,101449.26,101438.98,13.16
LBNL1,2025-09-13T15:15:00Z,98230.0,13.93,12.75,91.11,2.81,331.6,4.57,35.7,0.0,13.85,,NNW,,12.49,101445.13,101435.16,13.11
LBNL1,2025-09-13T15:30:00Z,98225.0,13.88,12.69,91.14,2.72,334.8,4.51,43.67,0.0,13.85,,NNW,,12.44,101439.97,101430.62,13.06
LBNL1,2025-09-13T15:45:00Z,98231.0,13.88,12.68,91.07,2.89,330.0,6.35,59.41,0.0,13.85,,NNW,,12.43,101446.16,101436.76,13.05
LBNL1,2025-09-13T16:00:00Z,98238.0,13.98,12.77,90.62,2.77,337.0,5.08,71.19,0.0,13.83,,NNW,,12.46,101453.39,101442.92,13.1
LBNL1,2025-09-13T16:15:00Z,98248.0,14.07,12.82,90.36,3.28,331.3,4.91,83.5,0.0,13.81,,NNW,,12.5,101463.72,101452.18,13.17
LBNL1,2025-09-13T16:30:00Z,98246.0,14.13,12.86,90.1,3.01,334.6,4.78,93.7,0.0,13.82,,NNW,,12.52,101461.66,101449.42,13.2
LBNL1,2025-09-13T16:45:00Z,98270.0,13.98,12.7,90.45,2.19,337.3,3.89,100.0,0.0,13.81,,NNW,,12.43,101486.44,101475.9,13.09
LBNL1,2025-09-13T17:00:00Z,98277.0,13.97,12.67,90.02,2.95,333.5,5.49,113.9,0.0,13.81,,NNW,,12.34,101493.67,101483.31,13.03
